ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,HouseholdIncomeRangeKey,HouseholdIncomeRange,HouseholdIncomeRangeEng,Year,TotalHousehold,HouseholdSize2Person,HouseholdSize4Person,HouseholdSize7Person,HouseholdSize8More,,,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2559,11.65,19.93,4.43,0.57,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2559,4.27,7.64,1.23,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2559,0.32,0.63,0,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2559,0.3,0.59,0,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2559,0,0,0,0,0,,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2556,0,0,0,0,0,,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2556,4506.43,3.5,0,0,0
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2556,14727.71,9.9,0.8,0,0
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2556,82555.51,37.3,11.8,6.8,0
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2556,146011.01,23.9,39.1,22.2,36
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2556,144342.53,19.6,30.5,47.3,46.9
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2556,47947.16,3.9,11.2,17.4,0
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2556,21137.93,2,5.5,4.9,17.1
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2556,3755.72,0,1,1.4,0,,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2558,2226,0.6,0,0,0,,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2558,43306,12.2,5.3,24.4,0
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2558,136388,38.4,24.8,41.2,44.6
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2558,115171,32.4,41.6,28.6,34
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2558,29423,8.3,12.5,3.7,21.3
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2558,23353,6.6,12.1,2,0
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2558,1832,0.5,1.6,0,0
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2558,2842,0.8,1.6,0,0
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2558,1061,0.3,0.4,0,0,,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2558,0,0,0,0,0,,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2558,0.1,0.1,0,0,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2558,10.4,4.7,22.6,32,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2558,35.9,32.9,42.2,53.3,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2558,41.1,45.8,31.9,4,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2558,9.1,11.8,2.8,10.7,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2558,3.2,4.4,0.5,0,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2558,0.2,0.3,0,0,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,18,มากกว่า 100,000 บาท,More than 100,000 baht,2558,0,0,0,0,0,,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2559,0.2,0,0,3.1,0,,
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2559,12,8.7,16.2,24.6,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2559,33.6,27.3,43.6,42.2,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2559,37.2,43.2,27.9,26.3,0
50,เชียงใหม่           ,Chiang Mai          ,1,กรุงเทพมหานคร,Bangkok Metropolis,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2559,13.4,16.7,8.7,3.8,0
